1	0	0	11	SWCL	74	49	luosong无法无天	强效太阳水	176872532	1	0	2016-02-15 00:17:01
1	0	0	11	SWCL	74	49	luosong无法无天	强效太阳水	176872532	1	0	2016-02-15 00:17:02
1	0	0	11	SWCL	74	49	luosong无法无天	强效太阳水	176872532	1	0	2016-02-15 00:17:03
1	0	0	11	SWCL	74	49	luosong无法无天	强效太阳水	176872532	1	0	2016-02-15 00:17:04
1	0	0	11	SWCL	74	49	luosong无法无天	强效太阳水	176872532	1	0	2016-02-15 00:17:05
1	0	0	11	SWCL	74	49	luosong无法无天	强效太阳水	176872532	1	0	2016-02-15 00:17:06
1	0	0	11	SWCL	74	49	luosong无法无天	强效太阳水	176872532	1	0	2016-02-15 00:17:07
1	0	0	11	SWCL	74	49	luosong无法无天	强效太阳水	176872532	1	0	2016-02-15 00:17:08
1	0	0	11	SWCL	74	49	luosong无法无天	强效太阳水	176872532	1	0	2016-02-15 00:17:09
1	0	0	11	SWCL	74	49	luosong无法无天	强效太阳水	176872532	1	0	2016-02-15 00:17:10
1	0	0	11	SWCL	74	49	luosong无法无天	强效太阳水	176872532	1	0	2016-02-15 00:17:11
1	0	0	11	SWCL	74	49	luosong无法无天	强效太阳水	176872532	1	0	2016-02-15 00:17:12
1	0	0	11	SWCL	74	49	luosong无法无天	强效太阳水	176872532	1	0	2016-02-15 00:17:13
1	0	0	11	SWCL	74	49	luosong无法无天	强效太阳水	176872532	1	0	2016-02-15 00:17:14
1	0	0	11	SWCL	74	49	luosong无法无天	强效太阳水	176872532	1	0	2016-02-15 00:17:15
1	0	0	11	SWCL	74	49	luosong无法无天	强效太阳水	176872532	1	0	2016-02-15 00:17:16
1	0	0	11	SWCL	74	49	luosong无法无天	强效太阳水	176872532	1	0	2016-02-15 00:17:17
1	0	0	11	SWCL	74	49	luosong无法无天	强效太阳水	176872532	1	0	2016-02-15 00:17:18
1	0	0	11	SWCL	74	49	luosong无法无天	强效太阳水	176872532	1	0	2016-02-15 00:17:19
1	0	0	11	SWCL	74	49	luosong无法无天	强效太阳水	176872532	1	0	2016-02-15 00:17:20
1	0	0	11	SWCL	74	49	luosong无法无天	强效太阳水	176872532	1	0	2016-02-15 00:17:21
1	0	0	11	SWCL	74	49	luosong无法无天	强效太阳水	176872532	1	0	2016-02-15 00:17:22
1	0	0	11	SWCL	74	49	luosong无法无天	强效太阳水	176872532	1	0	2016-02-15 00:17:23
1	0	0	11	SWCL	74	49	luosong无法无天	强效太阳水	176872532	1	0	2016-02-15 00:17:24
1	0	0	11	SWCL	74	49	luosong无法无天	强效太阳水	176872532	1	0	2016-02-15 00:17:25
1	0	0	11	SWCL	74	49	luosong无法无天	强效太阳水	176872532	1	0	2016-02-15 00:17:26
1	0	0	11	SWCL	74	49	luosong无法无天	强效太阳水	176872532	1	0	2016-02-15 00:17:27
1	0	0	11	SWCL	74	49	luosong无法无天	强效太阳水	176872532	1	0	2016-02-15 00:17:28
1	0	0	11	SWCL	74	49	luosong无法无天	强效太阳水	176872532	1	0	2016-02-15 00:17:29
1	0	0	11	SWCL	74	49	luosong无法无天	强效太阳水	176872532	1	0	2016-02-15 00:17:30
1	0	0	11	SWCL	74	49	luosong无法无天	强效太阳水	176872532	1	0	2016-02-15 00:17:31
1	0	0	11	SWCL	74	49	luosong无法无天	强效太阳水	176872532	1	0	2016-02-15 00:17:32
1	0	0	11	SWCL	74	49	luosong无法无天	强效太阳水	176872532	1	0	2016-02-15 00:17:33
1	0	0	11	SWCL	74	49	luosong无法无天	强效太阳水	176872532	1	0	2016-02-15 00:17:34
1	0	0	11	SWCL	74	49	luosong无法无天	强效太阳水	176872532	1	0	2016-02-15 00:17:35
1	0	0	11	SWCL	74	49	luosong无法无天	强效太阳水	176872532	1	0	2016-02-15 00:17:36
